r_f_addr,mi_ctrline,oneway_dir,displayrou,r_t_addr,f_street,objectid,pre_dir,st_type,t_street,l_f_addr,street,l_t_addr,st_name,AREA,PERIMETER,COMAREA_,COMAREA_ID,AREA_NUMBE,COMMUNITY,SHAPE_AREA,SHAPE_LEN,length
12159,2.3882897399,,BUFFERED BIKE LANE,10336,E 122ND ST,654,S,AVE,S DOTY AVE,12158,STONY ISLAND AVE,10337,STONY ISLAND,0,0,0,0,51,SOUTH DEERING,303797059.66,80389.8718002,3843.49641412535
1501,0.08580571718,,BUFFERED BIKE LANE,1551,E 55TH PL,655,E,ST,S LAKE PARK AVE,1500,55TH ST,1570,55TH,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,138.088131946195
1151,0.11160018304,,NEIGHBORHOOD GREENWAY,1100,N SHERIDAN RD,656,W,AVE,N WINTHROP AVE,1150,ALBION AVE,1101,ALBION,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,179.601052721712
1533,0.239493648386,W,NEIGHBORHOOD GREENWAY,1400,N ASHLAND AVE,657,W,AVE,N CLARK ST,1532,BERTEAU AVE,1401,BERTEAU,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,385.423595630675
201,0.230361551096,,BIKE LANE,373,W LAKE ST,658,N,ST,W KINZIE ST,200,DESPLAINES ST,372,DESPLAINES,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,50.2938838692154
201,0.230361551096,,BIKE LANE,373,W LAKE ST,658,N,ST,W KINZIE ST,200,DESPLAINES ST,372,DESPLAINES,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,320.432192218129
0,0.189353006066,S,BUFFERED BIKE LANE,0,W CONGRESS PKWY,659,S,BLVD,W JACKSON BLVD,424,HAMLIN BLVD,300,HAMLIN,0,0,0,0,26,WEST GARFIELD PARK,36092848.8151,26238.5419796,304.732651974721
1156,0.172385497272,,BIKE LANE,1001,W ROOSEVELT RD,660,S,ST,W TAYLOR ST,1157,CLINTON ST,1000,CLINTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,277.423774611941
829,0.137335570994,,PROTECTED BIKE LANE,901,N ELSTON AVE,661,N,AVE,N WILLARD CT,828,MILWAUKEE AVE,900,MILWAUKEE,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,221.017594604299
5064,0.11778909297,,NEIGHBORHOOD GREENWAY,5201,W CARMEN AVE,662,N,AVE,W FOSTER AVE,5065,GLENWOOD AVE,5200,GLENWOOD,0,0,0,0,3,UPTOWN,65095642.7289,46972.7945549,189.41194216023
5064,0.11778909297,,NEIGHBORHOOD GREENWAY,5201,W CARMEN AVE,662,N,AVE,W FOSTER AVE,5065,GLENWOOD AVE,5200,GLENWOOD,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,0.149185852088572
226,0.0623685335737,,PROTECTED BIKE LANE,201,S WELLS ST,663,W,ST,S WENTWORTH AVE,227,31ST ST,200,31ST,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,100.370946340198
171,0.0768735392651,E,BIKE LANE,141,N WELLS ST,664,W,ST,N LASALLE DR,170,ILLINOIS ST,140,ILLINOIS,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,123.714170245426
6201,0.184178548928,,NEIGHBORHOOD GREENWAY,6359,W THOME AVE,665,N,AVE,W DEVEON AVE,6200,GLENWOOD AVE,6354,GLENWOOD,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,0.14868815720128
6201,0.184178548928,,NEIGHBORHOOD GREENWAY,6359,W THOME AVE,665,N,AVE,W DEVEON AVE,6200,GLENWOOD AVE,6354,GLENWOOD,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,296.254790338777
100,0.709678314199,,BIKE LANE,700,S MICHIGAN AVE,666,E,ST,S COTTAGE GROVE AVE,101,103RD ST,701,103RD,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,1142.09692366158
2901,0.168429418368,,BIKE LANE,2801,NORTH BRANCH TRAIL,667,W,AVE,N CALIFORNIA AVE,2900,LAWRENCE AVE,2800,LAWRENCE,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,197.631648942736
2901,0.168429418368,,BIKE LANE,2801,NORTH BRANCH TRAIL,667,W,AVE,N CALIFORNIA AVE,2900,LAWRENCE AVE,2800,LAWRENCE,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,73.4273628131679
400,0.187052131465,,PROTECTED BIKE LANE,500,S DR MARTIN LUTHER KING JR DR,668,E,ST,S COTTAGE GROVE AVE,401,31ST ST,501,31ST,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,301.026181780941
320,0.121774045635,,PROTECTED BIKE LANE,400,S GILES AVE,669,E,ST,S DR MARTIN LUTHER KING JR DR,321,31ST ST,401,31ST,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,195.973117467433
1526,0.0581392827819,,BIKE LANE,1501,N ELSTON AVE,670,W,ST,N MENDELL ST,1525,CORTLAND ST,1500,CORTLAND,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,93.5651003130992
3201,0.196360005536,,BIKE LANE,3226,N KEDZIE AVE,671,W,AVE,N VIRGINIA AVE,3200,BRYN MAWR AVE,3225,BRYN MAWR,0,0,0,0,13,NORTH PARK,70288706.4343,41581.9486539,163.943891341844
3201,0.196360005536,,BIKE LANE,3226,N KEDZIE AVE,671,W,AVE,N VIRGINIA AVE,3200,BRYN MAWR AVE,3225,BRYN MAWR,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,152.064958184347
3201,0.131018469663,,BIKE LANE,0,S SOUTH CHICAGO AVE,672,E,ST,CALUMET RIVER,3200,95TH ST,0,95TH,0,0,0,0,46,SOUTH CHICAGO,93272185.0092,52435.9794313,210.82837780441
3201,0.131018469663,,BIKE LANE,0,S SOUTH CHICAGO AVE,672,E,ST,CALUMET RIVER,3200,95TH ST,0,95TH,0,0,0,0,48,CALUMET HEIGHTS,48826241.5643,32925.3658706,0.01992071021496
2136,0.0834604490541,,SHARED-LANE,2100,N HAMILTON AVE,673,W,AVE,N SEELEY AVE,2137,WILSON AVE,2101,WILSON,0,0,0,0,4,LINCOLN SQUARE,71352328.2399,36624.6030848,134.315372940527
250,0.0803775224967,S,BUFFERED BIKE LANE,326,W WACKER DR,674,N,ST,W MERCHANDISE MART,251,WELLS ST,325,WELLS,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,63.3510668266049
250,0.0803775224967,S,BUFFERED BIKE LANE,326,W WACKER DR,674,N,ST,W MERCHANDISE MART,251,WELLS ST,325,WELLS,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,66.0021487451114
1301,0.147588972503,,BIKE LANE,1400,W POTOMAC AVE,675,N,AVE,W SCHILLER ST,1300,DAMEN AVE,1401,DAMEN,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,237.519185098089
1400,0.0769827368722,,BIKE LANE,1500,W SCHILLER ST,676,N,AVE,W LE MOYNE ST,1401,DAMEN AVE,1501,DAMEN,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,123.890537043181
131,0.521016434901,,PROTECTED BIKE LANE,600,N MICHIGAN AVE,677,E,ST,LAKEFRONT TRAIL,130,RANDOLPH ST,601,RANDOLPH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,838.481009918906
5200,0.506474434084,,SHARED-LANE,5600,N LARAMIE AVE,678,W,AVE,N CENTRAL AVE,5201,DIVERSEY AVE,5601,DIVERSEY,0,0,0,0,19,BELMONT CRAGIN,109099414.689,43311.707379,815.091029244597
100,0.0856632968308,,PROTECTED BIKE LANE,150,E WASHINGTON ST,679,N,AVE,E RANDOLPH ST,101,MICHIGAN AVE,151,MICHIGAN,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,137.859564341197
1100,0.177804624596,,BIKE LANE,1050,BROADWAY,680,W,AVE,N KENMORE AVE,1101,THORNDALE AVE,1051,THORNDALE,0,0,0,0,77,EDGEWATER,48449990.8397,31004.8309456,286.145526030412
2000,0.991262109178,,SHARED-LANE,1200,N RIDGE BLVD,681,W,BLVD,N SHERIDAN RD,2001,PRATT BLVD,1201,PRATT,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,1594.98821212203
2000,0.991262109178,,SHARED-LANE,1200,N RIDGE BLVD,681,W,BLVD,N SHERIDAN RD,2001,PRATT BLVD,1201,PRATT,0,0,0,0,2,WEST RIDGE,98429094.8621,43020.6894583,0.277418179481866
750,0.155837503141,N,PROTECTED BIKE LANE,550,W POLK ST,682,S,ST,W HARRISON ST,751,DEARBORN ST,551,DEARBORN,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,250.792380745283
5500,0.720740612116,,BIKE LANE,4950,N LOVEJOY AVE,683,W,AVE,N ELSTON AVE,5501,FOSTER AVE,4951,FOSTER,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,871.742716754754
5500,0.720740612116,,BIKE LANE,4950,N LOVEJOY AVE,683,W,AVE,N ELSTON AVE,5501,FOSTER AVE,4951,FOSTER,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,288.175827884254
300,0.0765503240186,W,PROTECTED BIKE LANE,200,N FRANKLIN ST,684,W,ST,N WELLS ST,301,RANDOLPH ST,201,RANDOLPH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,123.194034149104
500,0.303990173901,W,PROTECTED BIKE LANE,0,N CLINTON ST,685,W,ST,N FRANKLIN ST,501,RANDOLPH ST,0,RANDOLPH,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,279.794910245002
500,0.303990173901,W,PROTECTED BIKE LANE,0,N CLINTON ST,685,W,ST,N FRANKLIN ST,501,RANDOLPH ST,0,RANDOLPH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,209.423027265638
1900,0.160378148551,,BUFFERED BIKE LANE,1700,W 19TH ST,686,S,AVE,W 17TH ST,1901,WENTWORTH AVE,1701,WENTWORTH,0,0,0,0,33,NEAR SOUTH SIDE,49769639.4541,45053.1651038,133.256582106807
1900,0.160378148551,,BUFFERED BIKE LANE,1700,W 19TH ST,686,S,AVE,W 17TH ST,1901,WENTWORTH AVE,1701,WENTWORTH,0,0,0,0,34,ARMOUR SQUARE,27766196.0954,31948.5988398,124.843228379588
4500,0.374812753363,,SHARED-LANE,4800,W SUNNYSIDE AVE,687,N,AVE,W LAWRENCE AVE,4501,CENTRAL AVE,4801,CENTRAL,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,603.202612286246
4800,0.125451270505,,BUFFERED BIKE LANE,4900,W LAWRENCE AVE,688,N,AVE,W AINSLIE ST,4801,CENTRAL AVE,4901,CENTRAL,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,101.299311505352
4800,0.125451270505,,BUFFERED BIKE LANE,4900,W LAWRENCE AVE,688,N,AVE,W AINSLIE ST,4801,CENTRAL AVE,4901,CENTRAL,0,0,0,0,15,PORTAGE PARK,110196097.139,46520.6421377,100.594926490264
4900,0.127618945474,,BIKE LANE,5000,W AINSLIE ST,689,N,AVE,W GOODMAN ST,4901,CENTRAL AVE,5001,CENTRAL,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,205.382773955187
3600,0.0629232304885,,BUFFERED BIKE LANE,3530,N CENTRAL PARK,690,W,BLVD,N DRAKE ST,3601,AUGUSTA BLVD,3531,AUGUSTA,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,101.264586526926
3530,0.125798974628,,BUFFERED BIKE LANE,3430,N DRAKE ST,691,W,BLVD,N TRUMBULL ST,3531,AUGUSTA BLVD,3431,AUGUSTA,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,202.452710172108
1826,0.188179011972,,BUFFERED BIKE LANE,1959,W MOFFAT ST,692,N,AVE,W ARMITAGE AVE,1825,KEDZIE AVE,1958,KEDZIE,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,302.842881272291
1601,0.127744805771,,BUFFERED BIKE LANE,1651,W NORTH AVE,693,N,AVE,W WABANISA AVE,1600,KEDZIE AVE,1650,KEDZIE,0,0,0,0,23,HUMBOLDT PARK,100480876.502,48583.0643299,205.584055025759
2800,0.191947076114,,BIKE LANE,2700,S CALIFORNIA AVE,694,W,RD,S TALMAN AVE,2801,ROOSEVELT RD,2701,ROOSEVELT,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,308.90651034974
2456,0.125659691043,,BIKE LANE,2400,S CAMPBELL AVE,695,W,RD,S WESTERN AVE,2457,ROOSEVELT RD,2401,ROOSEVELT,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,202.227971976864
3200,0.25265346511,,SHARED-LANE,2558,S KEDZIE AVE,696,W,ST,S SACRAMENTO AVE,3201,26TH ST,2557,26TH,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,406.603587876025
5830,0.0401175534855,,BUFFERED BIKE LANE,5824,EARL SHAPIRO HALL ENTRANCE,697,S,AVE,EARL SHAPIRO HALL,5831,STONY ISLAND AVE,5825,STONY ISLAND,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,64.5616280813082
5445,0.460723574361,,SHARED-LANE,5125,E 55TH ST,699,S,AVE,PAYNE DR,5444,DREXEL,5124,DREXEL,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,741.449220502657
1601,1.00522927625,,BUFFERED BIKE LANE,801,ASHLAND AVE,700,W,ST,HALSTED ST,1600,LAKE ST,800,LAKE,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,1617.74070775484
1301,1.85075418473,,BUFFERED BIKE LANE,101,S VINCENNES AVE,701,W,ST,S MICHIGAN AVE,1300,103RD ST,100,103RD,0,0,0,0,49,ROSELAND,134313706.73,56632.7954292,1073.19819155244
1301,1.85075418473,,BUFFERED BIKE LANE,101,S VINCENNES AVE,701,W,ST,S MICHIGAN AVE,1300,103RD ST,100,103RD,0,0,0,0,73,WASHINGTON HEIGHTS,79635752.8769,42222.598163,1905.25966598031
6401,0.505777278942,,NEIGHBORHOOD GREENWAY,6801,W DEVON AVE,702,N,AVE,W PRATT BLVD,6400,GLENWOOD AVE,6800,GLENWOOD,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,813.960969765782
6801,0.999730561019,,NEIGHBORHOOD GREENWAY,7655,W PRATT BLVD,703,N,AVE,W JONQUIL TER,6800,GREENVIEW AVE,7654,GREENVIEW,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,1608.89372810211
1655,0.249211348049,,NEIGHBORHOOD GREENWAY,1443,N PAULINA ST,704,W,TER,N GREENVIEW AVE,1654,JONQUIL TER,1442,JONQUIL,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,401.062754312714
7701,0.0935081181436,,NEIGHBORHOOD GREENWAY,7751,W JONQUIL TER,705,N,ST,W JUNEWAY TER,7700,PAULINA ST,7750,PAULINA,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,150.48525706342
1851,0.18772413162,E,NEIGHBORHOOD GREENWAY,1701,CHICAGO AVE,706,W,TER,N PAULINA ST,1850,JUNEWAY TER,1700,JUNEWAY,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,301.838758082914
4401,0.595573677486,,NEIGHBORHOOD GREENWAY,4801,W MONTROSE AVE,707,N,AVE,W LAWRENCE AVE,4400,MANOR AVE,4800,MANOR,0,0,0,0,14,ALBANY PARK,53542230.8191,39339.0164387,958.476291005041
551,0.233282138364,E,NEIGHBORHOOD GREENWAY,401,N BROADWAY,708,W,AVE,N LAKE SHORE DR,550,ALDINE AVE,400,ALDINE,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,375.42617627725
3311,0.0249415529626,,NEIGHBORHOOD GREENWAY,3301,W ALDINE AVE,709,N,,W ALDINE AVE,3310,BROADWAY,3300,BROADWAY,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,40.1390112290019
901,0.396123663614,E,NEIGHBORHOOD GREENWAY,601,N CLARK ST,710,W,AVE,BROADWAY AVE,900,ALDINE AVE,600,ALDINE,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,637.491146195483
1631,0.916735620955,E,NEIGHBORHOOD GREENWAY,901,N LINCOLN AVE,711,W,ST,N CLARK ST,1630,SCHOOL ST,900,SCHOOL,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,1475.32639124408
601,0.221791460938,W,NEIGHBORHOOD GREENWAY,401,N BROADWAY,712,W,ST,N LAKE SHORE DR,600,ROSCOE ST,400,ROSCOE,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,356.933991047848
3351,0.0274980152369,,NEIGHBORHOOD GREENWAY,3461,W ROSCOE ST,713,N,,W ROSCOE ST,3350,BROADWAY,3460,BROADWAY,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,44.2531868770099
1701,1.34810411945,W,NEIGHBORHOOD GREENWAY,601,N LINCOLN AVE,714,W,ST,N BROADWAY,1700,ROSCOE ST,600,ROSCOE,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,2169.53817101782
1201,0.063260012792,,SHARED-LANE,1577,W DIVISION ST,715,N,ST,W NORTH AVE,1200,HALSTED ST,1576,HALSTED,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,101.652783335101
1201,0.063260012792,,SHARED-LANE,1577,W DIVISION ST,715,N,ST,W NORTH AVE,1200,HALSTED ST,1576,HALSTED,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,0.153042043345575
5445,0.126908919447,,SHARED-LANE,5125,E 55TH ST,716,S,AVE,PAYNE DR,5444,DREXEL,5124,DREXEL,0,0,0,0,41,HYDE PARK,45105380.1732,29746.7082016,204.236350735788
821,0.113386357518,,SHARED-LANE,901,S DREXEL BLVD,717,E,ST,S ELLIS AVE,820,40TH ST,900,40TH,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,182.474357442892
3943,0.109375871084,S,SHARED-LANE,4001,E OAKWOOD BLVD,718,S,AVE,E 40TH ST,3942,ELLIS AVE,4000,ELLIS,0,0,0,0,36,OAKLAND,16913961.0408,19565.5061533,176.020210812763
2301,0.127281886111,,BIKE LANE,2401,W BELDEN AVE,719,N,ST,W FULLERTON AVE,2300,HALSTED ST,2400,HALSTED,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,204.837745431992
6700,0.502545615999,,BIKE LANE,7100,W MARQUETTE RD,0,S,BLVD,W 71ST ST,6701,LOOMIS BLVD,7101,LOOMIS,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,808.759338799741
5063,0.260314933313,,BUFFERED BIKE LANE,5201,N CICERO AVE,721,N,AVE,W FOSTER AVE,5060,ELSTON AVE,5200,ELSTON,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,418.935534016128
5200,0.126507555522,,BUFFERED BIKE LANE,5101,W 52ND ST,722,S,AVE,W 51ST ST,5201,RACINE AVE,5100,RACINE,0,0,0,0,61,NEW CITY,134636963.254,48133.595961,203.591714106943
9361,0.111545621704,,SHARED-LANE,9301,S LYON AVE,723,S,AVE,E 93RD ST,9360,COTTAGE GROVE AVE,9300,COTTAGE GROVE,0,0,0,0,44,CHATHAM,82320670.3112,42006.9450094,179.512004015101
2101,0.188969847615,,BUFFERED BIKE LANE,1901,W 21ST ST,724,S,BLVD,W 19TH ST,2100,MARSHALL BLVD,1900,MARSHALL,0,0,0,0,29,NORTH LAWNDALE,89487422.0242,44959.4596627,0.1492661589755
2101,0.188969847615,,BUFFERED BIKE LANE,1901,W 21ST ST,724,S,BLVD,W 19TH ST,2100,MARSHALL BLVD,1900,MARSHALL,0,0,0,0,30,SOUTH LAWNDALE,127998297.867,49904.0452102,303.966061497682
1700,0.0761545380278,,BIKE LANE,1651,N CLARK ST,725,W,AVE,N PAULINA ST,1733,MORSE AVE,1650,MORSE,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,122.557642956283
1651,0.111493312441,,BIKE LANE,1601,N PAULINA ST,726,W,AVE,N ASHLAND AVE,1650,MORSE AVE,1600,MORSE,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,179.429293143937
7101,0.188218347511,,BUFFERED BIKE LANE,6901,W 71ST ST,727,S,AVE,W 69TH ST,7100,DAMEN AVE,6900,DAMEN,0,0,0,0,67,WEST ENGLEWOOD,87947691.9478,40195.2033069,302.905032402857
6300,0.193191098066,,BIKE LANE,5732,N NEVA  AVE,728,N,HWY,W DEVON AVE,6301,NORTHWEST HWY,5737,NORTHWEST,0,0,0,0,10,NORWOOD PARK,121959105.47,80368.3743778,199.027849744481
6300,0.193191098066,,BIKE LANE,5732,N NEVA  AVE,728,N,HWY,W DEVON AVE,6301,NORTHWEST HWY,5737,NORTHWEST,0,0,0,0,9,EDISON PARK,31636313.7864,25937.226841,111.884187853626
6190,0.171766140814,,BIKE LANE,6300,N SAYRE AVE,729,N,HWY,N NEVA AVE,6191,NORTHWEST HWY,6301,NORTHWEST,0,0,0,0,10,NORWOOD PARK,121959105.47,80368.3743778,276.431720997572
900,0.120269668807,E,BUFFERED BIKE LANE,800,N PEORIA ST,730,W,BLVD,N HALSTED ST,901,WASHINGTON BLVD,801,WASHINGTON,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,193.552804001686
1158,0.172922807423,,PROTECTED BIKE LANE,1000,W ROOSEVELT RD,731,S,ST,W TAYLOR ST,1159,CANAL ST,1001,CANAL,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,278.28842962444
800,0.251909941864,,SHARED-LANE,434,W POLK ST,732,S,AVE,W CONGRESS PKWY,801,CENTRAL PARK AVE,429,CENTRAL PARK,0,0,0,0,27,EAST GARFIELD PARK,53883220.8462,31514.6259565,405.407586421709
716,0.227033385544,,BUFFERED BIKE LANE,430,W FULTON MARKET,733,N,ST,W HUBBARD ST,717,HALSTED ST,431,HALSTED,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,115.275031752702
716,0.227033385544,,BUFFERED BIKE LANE,430,W FULTON MARKET,733,N,ST,W HUBBARD ST,717,HALSTED ST,431,HALSTED,0,0,0,0,28,NEAR WEST SIDE,158492466.554,53003.5929406,250.09509148954
1201,0.100825200227,,BUFFERED BIKE LANE,1251,W DIVISION ST,734,N,ST,W SCOTT ST,1200,HALSTED ST,1250,HALSTED,0,0,0,0,8,NEAR NORTH SIDE,76675895.9728,57293.1649516,162.260360230471
3201,0.125241929762,,BIKE LANE,3301,W BELMONT,735,N,ST,W ALDINE AVE,3200,HALSTED ST,3300,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,201.554812997833
3115,0.104227157459,,BIKE LANE,3201,W CALIFORNIA TER,736,N,ST,W BELMONT AVE,3114,HALSTED ST,3200,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,167.735239308811
3733,0.0951636957418,,BIKE LANE,3759,W BRADLEY PL,737,N,ST,W GRACE ST,3734,HALSTED ST,3769,HALSTED,0,0,0,0,6,LAKE VIEW,87214799.2728,51973.0968677,153.149203488403
2169,0.437726105208,,BUFFERED BIKE LANE,2401,N SOUTHPORT AVE,738,N,AVE,W FULLERTON AVE,2162,CLYBOURN AVE,2400,CLYBOURN,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,704.444367898181
2401,0.671841780107,,BUFFERED BIKE LANE,2801,W FULLERTON AVE,739,N,AVE,W DIVERSEY PKWY,2400,CLYBOURN AVE,2800,CLYBOURN,0,0,0,0,5,NORTH CENTER,57054167.85,31391.6697542,0.200663619127203
2401,0.671841780107,,BUFFERED BIKE LANE,2801,W FULLERTON AVE,739,N,AVE,W DIVERSEY PKWY,2400,CLYBOURN AVE,2800,CLYBOURN,0,0,0,0,7,LINCOLN PARK,88316400.4728,49478.4277714,1081.01326958025
1801,0.504714078524,,NEIGHBORHOOD GREENWAY,1401,S WOOD ST,763,W,ST,S LOOMIS ST,1800,21ST ST,1400,21ST,0,0,0,0,31,LOWER WEST SIDE,81550723.6377,43229.3727036,812.24982930607
4745,0.671169401095,,BUFFERED BIKE LANE,4801,N MILWAUKEE AVE,740,W,AVE,N CICERO AVE,4744,LAWRENCE AVE,4800,LAWRENCE,0,0,0,0,11,JEFFERSON PARK,64868161.6818,44011.9571704,673.117969140023
4745,0.671169401095,,BUFFERED BIKE LANE,4801,N MILWAUKEE AVE,740,W,AVE,N CICERO AVE,4744,LAWRENCE AVE,4800,LAWRENCE,0,0,0,0,12,FOREST GLEN,89130893.6364,74493.821604,407.023014164954
1601,0.375836319878,,SHARED-LANE,1861,W NORTH AVE,741,N,AVE,W CORTLAND ST,1600,NARRAGANSETT AVE,1860,NARRAGANSETT,0,0,0,0,25,AUSTIN,199254203.427,75226.4749167,604.850864637085
8860,0.37597494189,,BUFFERED BIKE LANE,8600,W 89TH ST,742,S,AVE,S HALSTED ST,8859,VINCENNES AVE,8601,VINCENNES,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,605.064976352973
8462,0.120850012361,,BUFFERED BIKE LANE,8400,S KERFOOT AVE,743,S,AVE,W 84TH ST,8463,VINCENNES AVE,8401,VINCENNES,0,0,0,0,71,AUBURN GRESHAM,105065353.602,46757.7217161,194.486504945354
6800,0.0861847913109,N,NEIGHBORHOOD GREENWAY,6900,W PRATT BLVD,744,N,AVE,W FARWELL AVE,6801,GLENWOOD AVE,6901,GLENWOOD,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,138.699508417334
1400,0.0873546966599,E,NEIGHBORHOOD GREENWAY,1450,N GLENWOOD AVE,745,W,AVE,N GREENVIEW AVE,1401,FARWELL AVE,1451,FARWELL,0,0,0,0,1,ROGERS PARK,51259902.4506,34052.3975757,140.582282679353
2149,0.0415138338355,W,BIKE LANE,2000,W PALMER ST,746,W,CT,N KEDZIE BLVD,2148,PALMER CT,2001,PALMER,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,66.8096275653161
3146,0.253244538597,W,BIKE LANE,3000,W PALMER CT,747,W,BLVD,N HUMBOLDT BLVD,3145,PALMER BLVD,3001,PALMER,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,407.554947139491
3600,1.09792753332,N,BUFFERED BIKE LANE,2600,E 36TH ST,748,S,DR,E 36TH ST,3601,DR MARTIN LUTHER KING JR DR,2601,DR MARTIN LUTHER KING JR,0,0,0,0,35,DOUGLAS,46004621.1581,31027.0545098,1766.91388144354
1900,0.609879963036,,NEIGHBORHOOD GREENWAY,1400,W CORTLAND ST,749,N,ST,N MILWAUKEE AVE,1901,WOOD ST,1401,WOOD,0,0,0,0,22,LOGAN SQUARE,100057566.7,49213.4217488,197.829136659473
1900,0.609879963036,,NEIGHBORHOOD GREENWAY,1400,W CORTLAND ST,749,N,ST,N MILWAUKEE AVE,1901,WOOD ST,1401,WOOD,0,0,0,0,24,WEST TOWN,127562904.597,55203.7186956,783.667745787596
51,0.0256418930421,,PROTECTED BIKE LANE,25,S DEARBORN ST,750,ST,ST,S PLYMOUTH CT,50,POLK ST,26,POLK,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,41.2660047478867
801,0.121082844555,,NEIGHBORHOOD GREENWAY,901,W POLK ST,751,S,CT,W 9TH ST,800,PLYMOUTH CT,900,PLLYMOUTH,0,0,0,0,32,LOOP,46335565.4586,39428.6729962,194.861007169236
